condition,condition_label,fold,patient_id,structure,present,dice,iou,sensitivity,precision,hd95,assd,cldice,cc_error,centerline_overlap,n_components_pred,n_components_gt
baseline,"Baseline (Dice+BCE vessel, no constraints)",1,05,vessel,1,0.7639793322822859,0.6180959204290309,0.7517308512616347,0.7766335708797252,23.366642891095847,3.30583353483072,0.7602208514684015,398.0,0.7519744835965978,446.0,48.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",1,11,liver,1,0.9087884681965255,0.8328252054801385,0.947196685152149,0.8733737248459041,100.66131329770465,11.782385765127469,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",1,11,tumour,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",1,11,vessel,1,0.722621832907556,0.5657070486435359,0.627680389907237,0.8514030304492592,15.588457268119896,2.6965486404669425,0.6175955849162135,158.0,0.5189617083946981,175.0,17.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",1,12,liver,1,0.9107268466034962,0.8360867462525121,0.9656922495705295,0.8616815394018101,71.9027120489902,7.236044960994969,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",1,12,tumour,1,0.008656517918635856,0.004347074222267277,0.004519500809046441,0.10228707731163182,147.79157303403417,34.00778629764033,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",1,12,vessel,1,0.6615033167860124,0.49421363913851163,0.7415370674966266,0.5970626253975051,26.463175829817224,4.113838864543527,0.6782008750344413,411.0,0.7425149700598802,428.0,17.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,06,liver,1,0.8466616937126276,0.7340965691480886,0.7855542374378475,0.9180780403281975,124.04031602668546,17.045892542637024,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,06,tumour,1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,06,vessel,1,0.6082271773760156,0.43701613330061445,0.4646197760936345,0.880322371162998,15.066519173319364,3.0347199321066927,0.6635408275073845,358.0,0.572623782745851,371.0,13.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,13,liver,1,0.8822803413938106,0.7893574516654968,0.9426034026103857,0.8292137876995388,123.42204017111368,16.920603855063067,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,13,tumour,1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,13,vessel,1,0.7500026587994564,0.600003403270543,0.693027351274008,0.817185262094251,9.643650760992955,2.265006588840937,0.7218080785866642,200.0,0.6899246058944483,233.0,33.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,16,liver,1,0.8016342304425909,0.6689395264841863,0.7852779477533013,0.8186863655068806,144.54307313153075,20.631974258094775,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,16,tumour,1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,16,vessel,1,0.5589658760700542,0.38789218574898066,0.7074863320079523,0.46198315591328054,41.30375285612676,6.273398033745773,0.5258257588727598,372.0,0.7595873514240861,405.0,33.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,20,liver,1,0.925351504294041,0.8610736515163112,0.980518385151981,0.8760616689893684,196.39882887995304,17.529589074075705,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,20,tumour,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",2,20,vessel,1,0.5385961531048837,0.36854710232847665,0.4530468999255557,0.6639751836138862,38.41874542459709,6.169825164157739,0.5609453397317696,537.0,0.4704648338301866,542.0,5.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,07,liver,1,0.7575278968284653,0.609694088820827,0.8702765997183849,0.6706427601552634,54.378304497290095,10.774594913713075,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,07,tumour,1,0.07315353649125003,0.03796542063763547,0.03931391949494527,0.5253550100860812,99.36976398402189,30.698427430013663,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,07,vessel,1,0.6440273538233667,0.47495600714313646,0.5761514427029967,0.7300317760529574,21.118712081942874,3.571249677260106,0.6065096897335452,375.0,0.5085352422907489,392.0,17.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,08,liver,1,0.8977394504866179,0.8144530355213614,0.8680218544110557,0.9295640035714735,86.14522621712709,7.290638047172897,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,08,tumour,1,0.10917276308384918,0.05773809523809524,0.11437555271691068,0.10442271463173948,56.124860801609124,26.483495869635515,nan,nan,nan,nan,nan
