condition,condition_label,fold,patient_id,structure,present,dice,iou,sensitivity,precision,hd95,assd,cldice,cc_error,centerline_overlap,n_components_pred,n_components_gt
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,08,vessel,1,0.5963477088948788,0.4248542980864322,0.4713742423220189,0.8114963046282315,13.892443989449804,2.9720476222199212,0.6053880784488563,117.0,0.4957111765458968,168.0,51.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,15,liver,1,0.9063577663091302,0.8287516139993204,0.8969377810956617,0.9159777162372978,76.60287200882223,8.586951863269105,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,15,tumour,1,0.1540847254528794,0.08347334657094853,0.6738594327990136,0.08698766414643852,81.83520025025906,48.54685362221225,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,15,vessel,1,0.5659390663941083,0.3946408783140588,0.713305039132468,0.46903774186997765,41.60528812542944,5.529999010132486,0.650148903047631,261.0,0.7527285129604365,271.0,10.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,18,liver,1,0.882918801922526,0.7903801473358001,0.8253092381379125,0.9491746161884863,56.471231613982,6.629395133911193,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,18,tumour,1,0.0,0.0,0.0,0.0,145.76282026691715,75.69308248633939,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",3,18,vessel,1,0.5525738849051727,0.3817631028917639,0.8315676236396992,0.4137570132762394,45.81375327647856,6.852624386628293,0.6187847901425197,209.0,0.7379820390913894,224.0,15.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,01,liver,1,0.9416848266069003,0.8897962065381083,0.947733390269662,0.9357129788480865,65.69855361641643,5.89186573509091,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,01,tumour,1,0.36279397619554604,0.22159335533869115,0.22167686592609873,0.9983028245847981,24.124676163629637,6.69088887484659,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,01,vessel,1,0.6706309353912293,0.5044731017481544,0.608381772362315,0.7470706383424164,11.704699910719626,2.3514392052094117,0.6896501756182003,330.0,0.6552785472453062,335.0,5.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,04,liver,1,0.8645455745966104,0.7614093135349452,0.9809955062950332,0.7728086466122698,128.79926240927944,16.489225102389074,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,04,tumour,1,0.5022571719819426,0.335342732134176,0.4635752688172043,0.547982205274865,51.26646059722316,12.21276236694489,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,04,vessel,1,0.665100279993316,0.498239882760621,0.5225991776294722,0.9144504589315133,11.224972160321824,2.859321150798603,0.676445016639939,247.0,0.5357387140902873,263.0,16.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,09,liver,1,0.8540057713513342,0.7452094871004379,0.9672614049382869,0.7644921762179148,110.69778678907723,14.739562799615609,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,09,tumour,1,0.06180022237736922,0.031885372752014515,0.03991982629029564,0.1367589837491417,114.08505532905461,28.709820267593813,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,09,vessel,1,0.41236918333671885,0.2597387119276217,0.2765000345167929,0.8107756191768382,27.367864366808018,4.470767753249477,0.6038716007289437,358.0,0.48249972397040963,378.0,20.0
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,19,liver,1,0.8259006302213103,0.7034333306702885,0.854625909530528,0.799043558442274,72.44998274671983,13.57153844869647,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,19,tumour,1,0.24668007205395667,0.14069313199612934,0.14332830298899815,0.8844247521778312,58.592661600638344,20.27583992396355,nan,nan,nan,nan,nan
baseline,"Baseline (Dice+BCE vessel, no constraints)",4,19,vessel,1,0.5622421835845638,0.39105486137180245,0.5770001758396343,0.5482202972157947,129.9915373120137,11.378180393347423,0.5884382884036649,475.0,0.5530317251736437,485.0,10.0
cldice,+clDice (connectivity-aware vessel),0,03,liver,1,0.8268723145520875,0.7048442593325883,0.8795550599896345,0.7801439975890768,98.96464014990404,17.924299740694842,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),0,03,tumour,1,0.08318207282913165,0.043395917603871965,0.2656361814798912,0.049311865667676286,124.20386461937287,50.70265179119785,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),0,03,vessel,1,0.007067204379656656,0.0035461328125,1.0,0.0035461328125,174.2689014085049,104.49628759715276,0.0,48.0,1.0,1.0,49.0
cldice,+clDice (connectivity-aware vessel),0,10,liver,1,0.9083216656576496,0.8320414879396149,0.9550321753335383,0.8659673080092863,103.42630226397925,15.06150885570325,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),0,10,tumour,1,0.5405640384719883,0.3703924342840122,0.7620652673510036,0.41882788817783767,63.90579001226692,16.403643334897474,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),0,10,vessel,1,0.006101518253655418,0.0030600947387810027,1.0,0.0030600947387810027,235.98633434775172,133.87577625841536,0.0,14.0,1.0,1.0,15.0
cldice,+clDice (connectivity-aware vessel),0,14,liver,1,0.8677115121163765,0.7663343056134294,0.9502798360106354,0.798344602283474,65.12296062065974,8.800264654522472,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),0,14,tumour,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),0,14,vessel,1,0.0099843387592071,0.005017216172551011,1.0,0.005017216172551011,200.174923504419,121.32439734831078,0.0,1.0,1.0,1.0,2.0
cldice,+clDice (connectivity-aware vessel),0,17,liver,1,0.8938915193315313,0.8081409147060462,0.9276352235389571,0.8625165742902906,77.47902942086975,9.966233428359322,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),0,17,tumour,1,0.4771127692226279,0.31329487803182987,0.35620118523020816,0.7222934332478801,85.56956226022524,19.191711742126202,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),0,17,vessel,1,0.019154264209775868,0.009669740486951451,1.0,0.009669740486951451,177.7667010438119,103.09438071159133,0.0,23.0,1.0,1.0,24.0
cldice,+clDice (connectivity-aware vessel),1,02,liver,1,0.8580242134188729,0.7513506183766341,0.951679849004566,0.7811505166581079,88.63972021616495,10.969236336505267,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),1,02,tumour,1,0.0266798418972332,0.013520280420630946,0.06239168110918544,0.01696779261586803,167.34455472702507,99.61132924248491,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),1,02,vessel,1,0.00286992131239406,0.0014370227272727273,1.0,0.0014370227272727273,256.3630238548453,169.20144708767182,0.0,2.0,1.0,1.0,3.0
cldice,+clDice (connectivity-aware vessel),1,05,liver,1,0.8890639506184022,0.8002836446916087,0.9444528367968625,0.8398118931831171,97.22731096059495,9.68816176661224,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),1,05,tumour,1,9.877356161000905e-05,4.938921997958579e-05,0.0005336179295624333,5.442374326506177e-05,141.16267207579935,93.75314753703626,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),1,05,vessel,1,0.015325741786671152,0.007722043918918919,1.0,0.007722043918918919,185.29436041067197,112.57672951775353,0.0,47.0,1.0,1.0,48.0
cldice,+clDice (connectivity-aware vessel),1,11,liver,1,0.9002533267272843,0.8186006364977102,0.9391788684149032,0.8644260182753499,110.34944494649713,13.414290551846124,nan,nan,nan,nan,nan
cldice,+clDice (connectivity-aware vessel),1,11,tumour,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
